# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3800, i.e. number of multipoles equal to 3799
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
#  l TT               phiphi           Tphi             
1224 9.2088880646e-11 1.7348115121e-15 2.3935909022e-16
1225 9.1600705235e-11 1.7292084299e-15 2.5725937344e-16
1226 9.1115089057e-11 1.7236270931e-15 2.7478686454e-16
1227 9.0632217082e-11 1.7180673605e-15 2.9188077999e-16
1228 9.0152275394e-11 1.7125290889e-15 3.0847994981e-16
1229 8.9675451195e-11 1.7070121332e-15 3.2452281675e-16
1230 8.9201932806e-11 1.7015163468e-15 3.3994743555e-16
1231 8.8731909666e-11 1.6960415808e-15 3.5469147215e-16
1232 8.8265572340e-11 1.6905876849e-15 3.6869220288e-16
1233 8.7803112519e-11 1.6851545067e-15 3.8188651374e-16
1234 8.7344723019e-11 1.6797418920e-15 3.9421089956e-16
1235 8.6890597787e-11 1.6743496848e-15 4.0560146327e-16
1236 8.6440912061e-11 1.6689777563e-15 4.1600971780e-16
1237 8.5995762597e-11 1.6636260932e-15 4.2545019821e-16
1238 8.5555226738e-11 1.6582947107e-15 4.3395341111e-16
1239 8.5119382191e-11 1.6529836229e-15 4.4155008353e-16
1240 8.4688307034e-11 1.6476928435e-15 4.4827116334e-16
1241 8.4262079709e-11 1.6424223853e-15 4.5414781972e-16
1242 8.3840779026e-11 1.6371722605e-15 4.5921144365e-16
1243 8.3424484165e-11 1.6319424803e-15 4.6349364831e-16
1244 8.3013274673e-11 1.6267330554e-15 4.6702626960e-16
1245 8.2607230469e-11 1.6215439957e-15 4.6984136655e-16
1246 8.2206431841e-11 1.6163753102e-15 4.7197122184e-16
1247 8.1810959447e-11 1.6112270072e-15 4.7344834220e-16
1248 8.1420894319e-11 1.6060990944e-15 4.7430545890e-16
1249 8.1036317860e-11 1.6009915786e-15 4.7457552822e-16
1250 8.0657311846e-11 1.5959044658e-15 4.7429173188e-16
1251 8.0283958426e-11 1.5908377614e-15 4.7348747753e-16
1252 7.9916340125e-11 1.5857914699e-15 4.7219639920e-16
1253 7.9554539840e-11 1.5807655951e-15 4.7045235776e-16
1254 7.9198640846e-11 1.5757601398e-15 4.6828944136e-16
1255 7.8848726792e-11 1.5707751065e-15 4.6574196594e-16
1256 7.8504881707e-11 1.5658104965e-15 4.6284447565e-16
1257 7.8167189993e-11 1.5608663105e-15 4.5963174330e-16
1258 7.7835736433e-11 1.5559425484e-15 4.5613877088e-16
1259 7.7510606189e-11 1.5510392093e-15 4.5240078995e-16
1260 7.7191884800e-11 1.5461562916e-15 4.4845326215e-16
1261 7.6879658186e-11 1.5412937927e-15 4.4433187964e-16
1262 7.6574012649e-11 1.5364517095e-15 4.4007256556e-16
1263 7.6275034869e-11 1.5316300378e-15 4.3571147449e-16
1264 7.5982811911e-11 1.5268287730e-15 4.3128499294e-16
1265 7.5697431221e-11 1.5220479093e-15 4.2682973975e-16
1266 7.5418980629e-11 1.5172874404e-15 4.2238256661e-16
1267 7.5147548347e-11 1.5125473590e-15 4.1798055849e-16
1268 7.4883222973e-11 1.5078276571e-15 4.1366103411e-16
1269 7.4626093489e-11 1.5031283259e-15 4.0946154638e-16
1270 7.4376249264e-11 1.4984493557e-15 4.0541988291e-16
1271 7.4133780052e-11 1.4937907362e-15 4.0157406641e-16
1272 7.3898775995e-11 1.4891524561e-15 3.9796235520e-16
1273 7.3671327621e-11 1.4845345034e-15 3.9462324362e-16
1274 7.3451525848e-11 1.4799368651e-15 3.9159546256e-16
1275 7.3239461982e-11 1.4753595276e-15 3.8891797984e-16
1276 7.3035206217e-11 1.4708024509e-15 3.8662073066e-16
1277 7.2838742858e-11 1.4662654925e-15 3.8469669151e-16
1278 7.2650034359e-11 1.4617484824e-15 3.8312948721e-16
1279 7.2469042751e-11 1.4572512491e-15 3.8190263168e-16
1280 7.2295729646e-11 1.4527736193e-15 3.8099952780e-16
1281 7.2130056237e-11 1.4483154176e-15 3.8040346711e-16
1282 7.1971983289e-11 1.4438764673e-15 3.8009762964e-16
1283 7.1821471150e-11 1.4394565895e-15 3.8006508367e-16
1284 7.1678479737e-11 1.4350556036e-15 3.8028878551e-16
1285 7.1542968548e-11 1.4306733274e-15 3.8075157925e-16
1286 7.1414896649e-11 1.4263095765e-15 3.8143619659e-16
1287 7.1294222684e-11 1.4219641650e-15 3.8232525659e-16
1288 7.1180904864e-11 1.4176369051e-15 3.8340126545e-16
1289 7.1074900975e-11 1.4133276071e-15 3.8464661627e-16
1290 7.0976168371e-11 1.4090360796e-15 3.8604358885e-16
1291 7.0884663974e-11 1.4047621292e-15 3.8757434948e-16
1292 7.0800344275e-11 1.4005055608e-15 3.8922095069e-16
1293 7.0723165334e-11 1.3962661775e-15 3.9096533103e-16
1294 7.0653082775e-11 1.3920437803e-15 3.9278931487e-16
1295 7.0590051787e-11 1.3878381687e-15 3.9467461214e-16
1296 7.0534027124e-11 1.3836491400e-15 3.9660281817e-16
1297 7.0484963104e-11 1.3794764900e-15 3.9855541340e-16
1298 7.0442813606e-11 1.3753200123e-15 4.0051376319e-16
1299 7.0407532072e-11 1.3711794988e-15 4.0245911760e-16
1300 7.0379071502e-11 1.3670547397e-15 4.0437261118e-16
1301 7.0357384459e-11 1.3629455229e-15 4.0623526270e-16
1302 7.0342423062e-11 1.3588516349e-15 4.0802797497e-16
1303 7.0334138988e-11 1.3547728599e-15 4.0973153462e-16
1304 7.0332483471e-11 1.3507089806e-15 4.1132661185e-16
1305 7.0337407302e-11 1.3466597774e-15 4.1279376023e-16
1306 7.0348860824e-11 1.3426250292e-15 4.1411341646e-16
1307 7.0366793938e-11 1.3386045127e-15 4.1526590017e-16
1308 7.0391156093e-11 1.3345980030e-15 4.1623141366e-16
1309 7.0421896294e-11 1.3306052729e-15 4.1699004175e-16
1310 7.0458963095e-11 1.3266260936e-15 4.1752175147e-16
1311 7.0502304601e-11 1.3226602344e-15 4.1780639188e-16
1312 7.0551868465e-11 1.3187074624e-15 4.1782369389e-16
1313 7.0607601889e-11 1.3147675431e-15 4.1755326993e-16
1314 7.0669451624e-11 1.3108402399e-15 4.1697461385e-16
1315 7.0737363963e-11 1.3069253143e-15 4.1606710061e-16
1316 7.0811274710e-11 1.3030225631e-15 4.1481669833e-16
1317 7.0891078931e-11 1.2991319307e-15 4.1323618640e-16
1318 7.0976660864e-11 1.2952533981e-15 4.1134516155e-16
1319 7.1067903920e-11 1.2913869456e-15 4.0916334621e-16
1320 7.1164690686e-11 1.2875325530e-15 4.0671058883e-16
1321 7.1266902918e-11 1.2836901995e-15 4.0400686402e-16
1322 7.1374421546e-11 1.2798598638e-15 4.0107227287e-16
1323 7.1487126665e-11 1.2760415238e-15 3.9792704316e-16
1324 7.1604897541e-11 1.2722351570e-15 3.9459152962e-16
1325 7.1727612603e-11 1.2684407402e-15 3.9108621413e-16
1326 7.1855149445e-11 1.2646582496e-15 3.8743170602e-16
1327 7.1987384822e-11 1.2608876610e-15 3.8364874228e-16
1328 7.2124194652e-11 1.2571289493e-15 3.7975818780e-16
1329 7.2265454010e-11 1.2533820891e-15 3.7578103563e-16
1330 7.2411037128e-11 1.2496470541e-15 3.7173840722e-16
1331 7.2560817396e-11 1.2459238177e-15 3.6765155263e-16
1332 7.2714667356e-11 1.2422123524e-15 3.6354185083e-16
1333 7.2872458704e-11 1.2385126304e-15 3.5943080989e-16
1334 7.3034062284e-11 1.2348246231e-15 3.5534006726e-16
1335 7.3199348093e-11 1.2311483013e-15 3.5129138997e-16
1336 7.3368185272e-11 1.2274836353e-15 3.4730667493e-16
1337 7.3540442111e-11 1.2238305946e-15 3.4340794912e-16
1338 7.3715986041e-11 1.2201891483e-15 3.3961736987e-16
1339 7.3894683638e-11 1.2165592647e-15 3.3595722506e-16
1340 7.4076400618e-11 1.2129409117e-15 3.3244993343e-16
1341 7.4261001837e-11 1.2093340565e-15 3.2911804474e-16
1342 7.4448351287e-11 1.2057386655e-15 3.2598424008e-16
1343 7.4638312098e-11 1.2021547047e-15 3.2307133208e-16
1344 7.4830746533e-11 1.1985821393e-15 3.2040226516e-16
1345 7.5025515989e-11 1.1950209342e-15 3.1800011576e-16
1346 7.5222480992e-11 1.1914710534e-15 3.1588809262e-16
1347 7.5421501200e-11 1.1879324602e-15 3.1408953697e-16
1348 7.5622435397e-11 1.1844051175e-15 3.1262792282e-16
1349 7.5825141495e-11 1.1808889876e-15 3.1152685717e-16
1350 7.6029476527e-11 1.1773840319e-15 3.1081008027e-16
1351 7.6235296654e-11 1.1738902113e-15 3.1050146584e-16
1352 7.6442457153e-11 1.1704074863e-15 3.1062502137e-16
1353 7.6650812424e-11 1.1669358163e-15 3.1120488828e-16
1354 7.6860215985e-11 1.1634751606e-15 3.1226534223e-16
1355 7.7070520468e-11 1.1600254774e-15 3.1383079332e-16
1356 7.7281583369e-11 1.1565867373e-15 3.1591721291e-16
1357 7.7493284350e-11 1.1531589615e-15 3.1850631225e-16
1358 7.7705508119e-11 1.1497421841e-15 3.2157108589e-16
1359 7.7918138698e-11 1.1463364386e-15 3.2508435952e-16
1360 7.8131059421e-11 1.1429417584e-15 3.2901878968e-16
1361 7.8344152932e-11 1.1395581771e-15 3.3334686345e-16
1362 7.8557301188e-11 1.1361857275e-15 3.3804089809e-16
1363 7.8770385451e-11 1.1328244427e-15 3.4307304078e-16
1364 7.8983286292e-11 1.1294743553e-15 3.4841526826e-16
1365 7.9195883590e-11 1.1261354979e-15 3.5403938654e-16
1366 7.9408056526e-11 1.1228079029e-15 3.5991703058e-16
1367 7.9619683585e-11 1.1194916024e-15 3.6601966394e-16
1368 7.9830642557e-11 1.1161866284e-15 3.7231857851e-16
1369 8.0040810529e-11 1.1128930125e-15 3.7878489419e-16
1370 8.0250063892e-11 1.1096107864e-15 3.8538955851e-16
1371 8.0458278332e-11 1.1063399815e-15 3.9210334641e-16
1372 8.0665328834e-11 1.1030806289e-15 3.9889685984e-16
1373 8.0871089678e-11 1.0998327596e-15 4.0574052749e-16
1374 8.1075434441e-11 1.0965964044e-15 4.1260460448e-16
1375 8.1278235992e-11 1.0933715938e-15 4.1945917199e-16
1376 8.1479366491e-11 1.0901583583e-15 4.2627413699e-16
1377 8.1678697390e-11 1.0869567280e-15 4.3301923193e-16
1378 8.1876099431e-11 1.0837667330e-15 4.3966401438e-16
1379 8.2071442645e-11 1.0805884029e-15 4.4617786675e-16
1380 8.2264596349e-11 1.0774217674e-15 4.5252999596e-16
1381 8.2455429146e-11 1.0742668558e-15 4.5868943313e-16
1382 8.2643808923e-11 1.0711236974e-15 4.6462503324e-16
1383 8.2829602852e-11 1.0679923211e-15 4.7030547486e-16
1384 8.3012677387e-11 1.0648727556e-15 4.7569925978e-16
1385 8.3192898261e-11 1.0617650296e-15 4.8077471274e-16
1386 8.3370130488e-11 1.0586691714e-15 4.8549998108e-16
1387 8.3544238359e-11 1.0555852091e-15 4.8984303443e-16
1388 8.3715085444e-11 1.0525131707e-15 4.9377166441e-16
1389 8.3882534587e-11 1.0494530839e-15 4.9725348430e-16
1390 8.4046447908e-11 1.0464049763e-15 5.0025592873e-16
1391 8.4206686799e-11 1.0433688752e-15 5.0274625335e-16
1392 8.4363111924e-11 1.0403448076e-15 5.0469153453e-16
1393 8.4515583218e-11 1.0373328006e-15 5.0605866904e-16
1394 8.4663959886e-11 1.0343328808e-15 5.0681437372e-16
1395 8.4808100401e-11 1.0313450746e-15 5.0692518517e-16
1396 8.4947878817e-11 1.0283693885e-15 5.0636747065e-16
1397 8.5083233910e-11 1.0254057485e-15 5.0515757606e-16
1398 8.5214120550e-11 1.0224540603e-15 5.0332199314e-16
1399 8.5340493432e-11 1.0195142284e-15 5.0088737718e-16
1400 8.5462307077e-11 1.0165861563e-15 4.9788054740e-16
1401 8.5579515831e-11 1.0136697469e-15 4.9432848717e-16
1402 8.5692073864e-11 1.0107649019e-15 4.9025834435e-16
1403 8.5799935172e-11 1.0078715224e-15 4.8569743159e-16
1404 8.5903053573e-11 1.0049895083e-15 4.8067322661e-16
1405 8.6001382711e-11 1.0021187588e-15 4.7521337251e-16
1406 8.6094876052e-11 9.9925917201e-16 4.6934567809e-16
1407 8.6183486887e-11 9.9641064528e-16 4.6309811811e-16
1408 8.6267168330e-11 9.9357307494e-16 4.5649883361e-16
1409 8.6345873317e-11 9.9074635646e-16 4.4957613222e-16
1410 8.6419554606e-11 9.8793038435e-16 4.4235848843e-16
1411 8.6488164780e-11 9.8512505221e-16 4.3487454393e-16
1412 8.6551656241e-11 9.8233025274e-16 4.2715310786e-16
1413 8.6609981216e-11 9.7954587767e-16 4.1922315717e-16
1414 8.6663091751e-11 9.7677181783e-16 4.1111383685e-16
1415 8.6710939714e-11 9.7400796311e-16 4.0285446029e-16
1416 8.6753476796e-11 9.7125420248e-16 3.9447450955e-16
1417 8.6790654506e-11 9.6851042395e-16 3.8600363565e-16
1418 8.6822424175e-11 9.6577651463e-16 3.7747165890e-16
1419 8.6848736955e-11 9.6305236067e-16 3.6890856918e-16
1420 8.6869543815e-11 9.6033784727e-16 3.6034452624e-16
1421 8.6884795548e-11 9.5763285870e-16 3.5180986000e-16
1422 8.6894442764e-11 9.5493727831e-16 3.4333507084e-16
1423 8.6898435892e-11 9.5225098847e-16 3.3495082994e-16
1424 8.6896725181e-11 9.4957387061e-16 3.2668797953e-16
1425 8.6889260698e-11 9.4690580522e-16 3.1857753320e-16
1426 8.6875992330e-11 9.4424667185e-16 3.1065067624e-16
1427 8.6856869780e-11 9.4159634906e-16 3.0293876588e-16
1428 8.6831842570e-11 9.3895471450e-16 2.9547333164e-16
1429 8.6800860040e-11 9.3632164483e-16 2.8828607558e-16
1430 8.6763871346e-11 9.3369701576e-16 2.8140887266e-16
1431 8.6720825464e-11 9.3108070206e-16 2.7487377098e-16
1432 8.6671671184e-11 9.2847257750e-16 2.6871299211e-16
1433 8.6616357114e-11 9.2587251492e-16 2.6295893140e-16
1434 8.6554831678e-11 9.2328038618e-16 2.5764415825e-16
1435 8.6487043116e-11 9.2069606218e-16 2.5280141644e-16
1436 8.6412955025e-11 9.1811943448e-16 2.4845519653e-16
1437 8.6332593152e-11 9.1555048051e-16 2.4459635877e-16
1438 8.6245999080e-11 9.1298919905e-16 2.4120725233e-16
1439 8.6153214722e-11 9.1043558860e-16 2.3827011957e-16
1440 8.6054282334e-11 9.0788964743e-16 2.3576709581e-16
1441 8.5949244503e-11 9.0535137357e-16 2.3368020916e-16
1442 8.5838144158e-11 9.0282076476e-16 2.3199138032e-16
1443 8.5721024565e-11 9.0029781853e-16 2.3068242238e-16
1444 8.5597929328e-11 8.9778253213e-16 2.2973504067e-16
1445 8.5468902391e-11 8.9527490256e-16 2.2913083252e-16
1446 8.5333988041e-11 8.9277492658e-16 2.2885128709e-16
1447 8.5193230902e-11 8.9028260068e-16 2.2887778519e-16
1448 8.5046675941e-11 8.8779792111e-16 2.2919159907e-16
1449 8.4894368469e-11 8.8532088384e-16 2.2977389225e-16
1450 8.4736354137e-11 8.8285148460e-16 2.3060571930e-16
1451 8.4572678942e-11 8.8038971888e-16 2.3166802568e-16
1452 8.4403389223e-11 8.7793558187e-16 2.3294164753e-16
1453 8.4228531665e-11 8.7548906853e-16 2.3440731150e-16
1454 8.4048153298e-11 8.7305017357e-16 2.3604563453e-16
1455 8.3862301498e-11 8.7061889140e-16 2.3783712367e-16
1456 8.3671023989e-11 8.6819521622e-16 2.3976217590e-16
1457 8.3474368840e-11 8.6577914194e-16 2.4180107795e-16
1458 8.3272384471e-11 8.6337066220e-16 2.4393400606e-16
1459 8.3065119647e-11 8.6096977040e-16 2.4614102586e-16
1460 8.2852623485e-11 8.5857645967e-16 2.4840209210e-16
1461 8.2634945451e-11 8.5619072287e-16 2.5069704853e-16
1462 8.2412135362e-11 8.5381255261e-16 2.5300562768e-16
1463 8.2184243385e-11 8.5144194122e-16 2.5530745064e-16
1464 8.1951320040e-11 8.4907888078e-16 2.5758202693e-16
1465 8.1713416200e-11 8.4672336308e-16 2.5980875426e-16
1466 8.1470583090e-11 8.4437537967e-16 2.6196691838e-16
1467 8.1222872288e-11 8.4203492183e-16 2.6403569283e-16
1468 8.0970335728e-11 8.3970198055e-16 2.6599413881e-16
1469 8.0713025698e-11 8.3737654658e-16 2.6782120497e-16
1470 8.0450994844e-11 8.3505861037e-16 2.6949572720e-16
1471 8.0184296165e-11 8.3274816214e-16 2.7099642846e-16
1472 7.9912983018e-11 8.3044519181e-16 2.7230191858e-16
1473 7.9637109120e-11 8.2814968903e-16 2.7339069408e-16
1474 7.9356728543e-11 8.2586164320e-16 2.7424113796e-16
1475 7.9071895719e-11 8.2358104343e-16 2.7483151954e-16
1476 7.8782671669e-11 8.2130787949e-16 2.7514567628e-16
1477 7.8489142751e-11 8.1904214461e-16 2.7519012129e-16
1478 7.8191402098e-11 8.1678383269e-16 2.7497710502e-16
1479 7.7889543408e-11 8.1453293742e-16 2.7451894863e-16
1480 7.7583660943e-11 8.1228945220e-16 2.7382804419e-16
1481 7.7273849535e-11 8.1005337022e-16 2.7291685477e-16
1482 7.6960204578e-11 8.0782468441e-16 2.7179791455e-16
1483 7.6642822040e-11 8.0560338745e-16 2.7048382898e-16
1484 7.6321798454e-11 8.0338947178e-16 2.6898727485e-16
1485 7.5997230926e-11 8.0118292960e-16 2.6732100045e-16
1486 7.5669217133e-11 7.9898375284e-16 2.6549782571e-16
1487 7.5337855323e-11 7.9679193321e-16 2.6353064227e-16
1488 7.5003244320e-11 7.9460746214e-16 2.6143241362e-16
1489 7.4665483518e-11 7.9243033084e-16 2.5921617524e-16
1490 7.4324672891e-11 7.9026053025e-16 2.5689503473e-16
1491 7.3980912987e-11 7.8809805106e-16 2.5448217189e-16
1492 7.3634304931e-11 7.8594288373e-16 2.5199083886e-16
1493 7.3284950426e-11 7.8379501843e-16 2.4943436027e-16
1494 7.2932951757e-11 7.8165444512e-16 2.4682613333e-16
1495 7.2578411786e-11 7.7952115348e-16 2.4417962797e-16
1496 7.2221433958e-11 7.7739513294e-16 2.4150838693e-16
1497 7.1862122300e-11 7.7527637268e-16 2.3882602593e-16
1498 7.1500581421e-11 7.7316486164e-16 2.3614623377e-16
1499 7.1136916516e-11 7.7106058846e-16 2.3348277243e-16
1500 7.0771233363e-11 7.6896354158e-16 2.3084947723e-16
1501 7.0403638329e-11 7.6687370915e-16 2.2826025693e-16
1502 7.0034238366e-11 7.6479107906e-16 2.2572909385e-16
1503 6.9663141014e-11 7.6271563897e-16 2.2327004402e-16
1504 6.9290454403e-11 7.6064737625e-16 2.2089723725e-16
1505 6.8916287254e-11 7.5858627804e-16 2.1862487731e-16
1506 6.8540748877e-11 7.5653233120e-16 2.1646724202e-16
1507 6.8163949174e-11 7.5448552234e-16 2.1443868336e-16
1508 6.7785998643e-11 7.5244583780e-16 2.1255362763e-16
1509 6.7407008373e-11 7.5041326369e-16 2.1082657554e-16
1510 6.7027090049e-11 7.4838778581e-16 2.0927210235e-16
1511 6.6646355953e-11 7.4636938973e-16 2.0790485799e-16
1512 6.6264918961e-11 7.4435806076e-16 2.0673956717e-16
1513 6.5882892551e-11 7.4235378394e-16 2.0579102950e-16
1514 6.5500390798e-11 7.4035654403e-16 2.0507411964e-16
1515 6.5117528375e-11 7.3836632555e-16 2.0460378741e-16
1516 6.4734414721e-11 7.3638311010e-16 2.0439039882e-16
1517 6.4351136456e-11 7.3440686842e-16 2.0442570989e-16
1518 6.3967774797e-11 7.3243756827e-16 2.0469675774e-16
1519 6.3584411378e-11 7.3047517705e-16 2.0519050731e-16
1520 6.3201128252e-11 7.2851966181e-16 2.0589385117e-16
1521 6.2818007894e-11 7.2657098925e-16 2.0679360946e-16
1522 6.2435133197e-11 7.2462912574e-16 2.0787652973e-16
1523 6.2052587478e-11 7.2269403725e-16 2.0912928684e-16
1524 6.1670454473e-11 7.2076568944e-16 2.1053848281e-16
1525 6.1288818343e-11 7.1884404759e-16 2.1209064676e-16
1526 6.0907763671e-11 7.1692907664e-16 2.1377223471e-16
1527 6.0527375465e-11 7.1502074115e-16 2.1556962952e-16
1528 6.0147739157e-11 7.1311900537e-16 2.1746914074e-16
1529 5.9768940606e-11 7.1122383313e-16 2.1945700449e-16
1530 5.9391066093e-11 7.0933518797e-16 2.2151938336e-16
1531 5.9014202331e-11 7.0745303301e-16 2.2364236627e-16
1532 5.8638436456e-11 7.0557733105e-16 2.2581196834e-16
1533 5.8263856035e-11 7.0370804451e-16 2.2801413079e-16
1534 5.7890549062e-11 7.0184513547e-16 2.3023472083e-16
1535 5.7518603962e-11 6.9998856562e-16 2.3245953148e-16
1536 5.7148109589e-11 6.9813829631e-16 2.3467428153e-16
1537 5.6779155227e-11 6.9629428853e-16 2.3686461535e-16
1538 5.6411830595e-11 6.9445650288e-16 2.3901610281e-16
1539 5.6046225839e-11 6.9262489963e-16 2.4111423914e-16
1540 5.5682431543e-11 6.9079943866e-16 2.4314444483e-16
1541 5.5320538721e-11 6.8898007948e-16 2.4509206547e-16
1542 5.4960638823e-11 6.8716678127e-16 2.4694237167e-16
1543 5.4602823733e-11 6.8535950280e-16 2.4868055892e-16
1544 5.4247185771e-11 6.8355820251e-16 2.5029174748e-16
1545 5.3893817693e-11 6.8176283843e-16 2.5176098222e-16
1546 5.3542812692e-11 6.7997336826e-16 2.5307323256e-16
1547 5.3194264399e-11 6.7818974931e-16 2.5421339230e-16
1548 5.2848266883e-11 6.7641193853e-16 2.5516627953e-16
1549 5.2504914652e-11 6.7463989248e-16 2.5591663650e-16
1550 5.2164302654e-11 6.7287356737e-16 2.5644912946e-16
1551 5.1826526277e-11 6.7111291902e-16 2.5674834863e-16
1552 5.1491681349e-11 6.6935790290e-16 2.5679880798e-16
1553 5.1159864142e-11 6.6760847407e-16 2.5658494516e-16
1554 5.0831171369e-11 6.6586458725e-16 2.5609112138e-16
1555 5.0505700185e-11 6.6412619678e-16 2.5530162128e-16
1556 5.0183536904e-11 6.6239326071e-16 2.5420550689e-16
1557 4.9864723020e-11 6.6066575328e-16 2.5281122965e-16
1558 4.9549288865e-11 6.5894365257e-16 2.5113215553e-16
1559 4.9237264868e-11 6.5722693640e-16 2.4918172351e-16
1560 4.8928681555e-11 6.5551558237e-16 2.4697344573e-16
1561 4.8623569550e-11 6.5380956779e-16 2.4452090758e-16
1562 4.8321959573e-11 6.5210886974e-16 2.4183776783e-16
1563 4.8023882442e-11 6.5041346504e-16 2.3893775875e-16
1564 4.7729369072e-11 6.4872333028e-16 2.3583468625e-16
1565 4.7438450476e-11 6.4703844175e-16 2.3254242995e-16
1566 4.7151157764e-11 6.4535877552e-16 2.2907494336e-16
1567 4.6867522144e-11 6.4368430741e-16 2.2544625393e-16
1568 4.6587574923e-11 6.4201501295e-16 2.2167046325e-16
1569 4.6311347504e-11 6.4035086746e-16 2.1776174710e-16
1570 4.6038871390e-11 6.3869184596e-16 2.1373435561e-16
1571 4.5770178181e-11 6.3703792324e-16 2.0960261336e-16
1572 4.5505299577e-11 6.3538907383e-16 2.0538091950e-16
1573 4.5244267374e-11 6.3374527200e-16 2.0108374789e-16
1574 4.4987113469e-11 6.3210649176e-16 1.9672564720e-16
1575 4.4733869856e-11 6.3047270685e-16 1.9232124103e-16
1576 4.4484568629e-11 6.2884389077e-16 1.8788522803e-16
1577 4.4239241982e-11 6.2722001676e-16 1.8343238204e-16
1578 4.3997922205e-11 6.2560105778e-16 1.7897755216e-16
1579 4.3760641690e-11 6.2398698656e-16 1.7453566295e-16
1580 4.3527432927e-11 6.2237777553e-16 1.7012171445e-16
1581 4.3298328507e-11 6.2077339689e-16 1.6575078239e-16
1582 4.3073361118e-11 6.1917382256e-16 1.6143801825e-16
1583 4.2852563549e-11 6.1757902422e-16 1.5719864940e-16
1584 4.2635968691e-11 6.1598897326e-16 1.5304797923e-16
1585 4.2423609532e-11 6.1440364082e-16 1.4900138725e-16
1586 4.2215519161e-11 6.1282299778e-16 1.4507432922e-16
1587 4.2011730767e-11 6.1124701474e-16 1.4128233727e-16
1588 4.1812277641e-11 6.0967566205e-16 1.3764102002e-16
1589 4.1617193172e-11 6.0810890978e-16 1.3416606267e-16
1590 4.1426510850e-11 6.0654672775e-16 1.3087322719e-16
1591 4.1240264268e-11 6.0498908551e-16 1.2777835236e-16
1592 4.1058487118e-11 6.0343595233e-16 1.2489735394e-16
1593 4.0881213192e-11 6.0188729723e-16 1.2224622477e-16
1594 4.0708476385e-11 6.0034308895e-16 1.1984103489e-16
1595 4.0540310693e-11 5.9880329596e-16 1.1769793168e-16
1596 4.0376739739e-11 5.9726788710e-16 1.1582864647e-16
1597 4.0217745255e-11 5.9573683345e-16 1.1422696931e-16
1598 4.0063298312e-11 5.9421010648e-16 1.1288215050e-16
1599 3.9913369768e-11 5.9268767739e-16 1.1178338267e-16
1600 3.9767930267e-11 5.9116951715e-16 1.1091980077e-16
1601 3.9626950235e-11 5.8965559646e-16 1.1028048187e-16
1602 3.9490399888e-11 5.8814588578e-16 1.0985444518e-16
1603 3.9358249222e-11 5.8664035529e-16 1.0963065188e-16
1604 3.9230468020e-11 5.8513897496e-16 1.0959800505e-16
1605 3.9107025848e-11 5.8364171446e-16 1.0974534958e-16
1606 3.8987892055e-11 5.8214854324e-16 1.1006147209e-16
1607 3.8873035772e-11 5.8065943047e-16 1.1053510082e-16
1608 3.8762425916e-11 5.7917434509e-16 1.1115490554e-16
1609 3.8656031182e-11 5.7769325575e-16 1.1190949746e-16
